,cluster0,,,,cluster1,,,,cluster2,,,,cluster3,,,,cluster4,,,,cluster5,,,,cluster6,,,,cluster7,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2014-05-14,69,1.189,5.000,2.000,55,1.423,3.639,3.370,35,4.219,3.368,2.510,64,-1.971,6.000,8.000,5,-0.284,0.000,0.000,3,-1.389,0.000,1.000,19,-5.071,2.000,2.000,8,0.718,0.000,0.000
2014-05-15,81,10.355,7.000,2.018,25,-2.419,1.368,3.000,37,6.041,3.018,1.467,6,0.821,0.368,0.000,11,0.337,0.000,0.000,6,2.542,2.368,0.000,12,2.221,1.000,0.202,5,0.184,0.000,0.000
2014-05-16,67,8.883,6.503,2.000,29,2.822,3.068,1.000,28,4.425,4.000,0.368,11,1.209,1.000,0.368,6,0.501,0.000,0.000,14,-0.286,0.736,0.000,14,-0.398,0.000,1.000,7,-2.780,1.000,1.368
2014-05-17,49,12.438,8.000,1.000,36,6.407,3.110,1.000,52,-1.402,3.135,5.018,8,0.560,2.050,2.000,13,-0.420,1.000,0.000,6,1.413,1.000,0.000,20,6.952,5.000,1.000,23,2.723,4.000,1.000
2014-05-18,41,5.774,5.003,0.000,41,-1.290,1.000,3.007,41,-1.843,3.375,4.368,4,3.262,2.000,0.000,16,2.290,1.000,0.000,4,1.480,0.000,0.000,18,1.414,5.000,2.000,17,-3.965,1.368,3.368
2014-05-19,56,-1.501,4.000,2.000,32,-0.038,4.000,5.000,40,-4.280,4.000,4.018,10,2.364,2.000,1.000,9,1.335,1.000,0.000,1,-0.000,0.000,0.000,8,-0.168,0.000,0.004,7,1.793,1.000,0.000
2014-05-20,38,0.040,3.370,2.050,39,-0.650,2.000,3.000,29,2.375,1.000,0.018,10,1.698,1.135,1.000,25,-1.385,3.000,3.000,4,-1.609,0.000,1.000,17,0.328,1.000,1.000,5,2.316,1.000,0.000
2014-05-21,60,-4.573,3.188,4.007,38,-11.746,1.135,7.000,35,1.067,1.000,3.000,6,-0.795,0.000,0.000,52,2.857,7.368,4.000,2,-0.284,0.000,0.000,20,-4.138,0.000,1.202,6,0.959,0.000,0.000
2014-05-22,63,2.970,5.050,1.001,44,-2.137,4.000,3.000,26,1.799,1.000,0.000,17,-3.224,0.000,2.736,51,0.787,5.639,3.000,3,-1.396,0.000,1.000,19,6.862,4.154,1.000,9,0.204,1.000,0.000
2014-05-23,47,4.730,2.368,0.050,50,-2.018,3.368,4.001,32,0.119,3.000,1.018,8,-0.980,0.000,0.368,64,4.500,7.736,3.000,3,0.241,0.368,0.000,11,2.987,1.736,0.004,16,0.141,1.000,3.000
2014-05-24,51,-3.272,7.368,9.000,39,-2.937,2.000,2.368,35,-4.493,2.503,3.000,2,-0.487,0.000,0.000,79,6.912,9.271,2.000,11,1.378,2.000,2.000,19,-2.492,1.000,1.000,14,2.410,2.000,0.000
2014-05-25,55,8.993,10.000,4.135,42,-2.600,1.736,3.368,39,-0.862,3.368,3.135,4,-1.485,0.000,1.000,91,6.701,18.135,9.000,8,6.249,3.000,0.000,11,1.849,1.135,0.004,15,2.424,2.018,0.000
2014-05-26,42,-10.294,3.000,7.000,32,8.131,4.000,1.000,23,-0.526,2.008,3.000,2,-0.284,0.000,0.000,4,-0.284,0.000,0.000,4,0.092,0.000,0.000,9,2.866,2.135,0.004,12,-4.568,0.000,2.000
2014-05-27,55,7.922,5.000,2.000,19,-1.922,0.375,2.000,9,-0.799,0.000,0.000,6,-3.872,0.000,2.000,4,0.983,1.000,0.000,4,2.279,1.000,0.000,15,1.069,1.368,0.202,3,-0.336,0.000,0.000
2014-05-28,60,2.564,4.136,3.001,46,-13.026,2.135,6.000,21,5.524,3.009,0.001,15,-0.932,2.000,2.000,11,-0.022,0.418,0.000,7,3.461,2.000,0.000,9,3.053,3.000,1.000,1,-0.003,0.000,0.000
2014-05-29,73,3.633,8.368,3.100,55,3.308,5.000,4.007,14,-0.558,0.000,2.000,4,-2.909,0.000,2.000,6,-0.264,0.000,0.000,5,2.223,1.000,0.000,11,-4.381,0.000,2.549,8,-3.704,0.000,1.000
2014-05-30,65,-2.353,7.050,8.000,36,7.766,6.000,1.000,22,5.898,6.000,0.154,7,1.071,1.000,0.000,14,-0.850,1.000,0.368,5,-1.567,0.000,1.000,15,-1.284,2.000,2.000,7,1.336,2.000,0.736
2014-05-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-06-01,64,1.070,6.000,5.019,45,2.580,5.007,3.000,39,6.867,5.002,3.018,9,1.068,1.000,0.000,10,-0.559,1.000,3.000,11,0.405,1.000,0.000,21,5.440,3.368,1.000,19,-2.662,2.000,3.000
2014-06-02,73,-7.354,5.007,7.037,66,0.609,5.677,5.368,32,0.622,5.000,2.368,5,-0.148,0.000,0.000,7,-1.847,0.000,1.000,23,5.137,3.368,1.000,24,-5.512,0.000,2.015,13,-1.943,2.000,3.000
2014-06-03,77,-0.178,3.050,3.376,53,2.518,6.000,3.050,22,1.157,1.050,2.000,11,0.830,1.135,1.000,13,-0.284,0.000,0.000,7,0.298,0.368,0.000,18,1.072,1.000,1.000,8,1.407,1.050,0.000
2014-06-04,109,5.426,6.874,4.510,34,-1.265,3.050,2.000,34,0.796,2.100,1.002,11,-5.505,0.050,3.000,17,-1.857,1.001,1.000,14,1.345,2.000,2.000,16,0.832,1.000,1.000,6,-5.053,0.000,3.000
2014-06-05,134,7.208,9.154,2.142,40,2.772,5.000,2.051,36,-5.500,1.057,3.000,3,-1.901,0.000,0.000,10,-2.539,0.000,1.000,18,2.508,3.368,1.000,15,-0.630,0.386,0.000,15,-4.009,1.000,2.000
2014-06-06,154,28.549,21.626,7.457,61,7.625,5.000,4.000,61,2.194,6.472,3.368,10,-0.042,0.000,0.000,60,2.148,9.068,3.000,15,5.346,5.000,1.000,26,-5.564,2.000,5.004,14,3.366,5.000,3.000
2014-06-07,88,10.049,13.506,5.000,52,1.081,7.368,6.368,55,-6.414,3.135,5.050,10,4.192,2.000,0.000,137,27.161,22.368,6.386,10,0.875,1.000,0.368,23,2.884,2.406,0.000,14,5.186,2.368,0.000
2014-06-08,75,-8.181,3.239,6.000,49,10.637,6.000,2.000,49,8.393,8.000,3.001,11,1.274,2.000,2.000,93,7.638,10.510,5.000,4,-0.537,0.000,1.000,9,2.204,1.000,0.000,17,2.064,1.135,1.000
2014-06-09,95,19.247,14.368,4.136,48,2.182,6.368,2.003,29,3.066,3.009,1.020,14,-2.904,0.050,2.000,42,-0.238,2.368,2.000,13,-0.541,2.000,2.000,22,1.043,2.000,1.000,7,2.061,1.050,0.000
2014-06-10,82,0.504,4.000,2.002,54,-9.038,1.375,8.000,27,4.592,3.135,0.000,13,-1.408,0.000,2.000,95,14.338,11.607,1.000,9,-2.028,0.000,1.000,18,-2.084,0.000,1.004,3,-0.068,0.000,0.000
2014-06-11,80,14.036,9.368,3.001,47,1.590,3.050,1.737,29,-0.204,0.100,2.000,18,9.786,3.000,0.007,97,-9.698,10.011,7.418,14,0.349,2.368,1.000,18,0.382,1.000,0.000,9,0.577,0.000,0.000
2014-06-12,101,5.791,4.001,0.007,71,15.823,10.553,5.138,30,3.558,3.000,1.018,5,0.170,0.000,0.000,88,6.493,15.000,5.100,13,1.418,3.000,1.000,21,-1.638,1.368,1.202,7,0.419,0.000,0.007
2014-06-13,92,2.495,7.018,5.369,53,-1.481,4.002,2.871,38,9.134,6.000,1.000,7,3.170,1.000,0.000,63,7.220,6.736,0.018,6,-0.500,0.000,0.000,23,-2.950,1.000,3.000,18,1.056,1.000,0.736
2014-06-14,85,20.868,16.386,4.000,41,12.242,10.000,3.000,54,6.392,7.100,4.050,4,2.958,2.000,0.000,18,0.620,2.000,1.000,19,-0.636,0.368,2.000,24,-9.863,0.018,4.202,18,4.621,4.000,0.368
2014-06-15,124,37.970,23.424,3.000,40,7.916,5.185,0.000,53,11.871,13.000,3.002,14,-2.996,0.000,2.000,11,2.983,2.000,0.000,2,0.703,0.000,0.000,27,5.543,4.000,1.000,14,6.080,3.000,1.000
2014-06-16,79,6.269,7.386,1.050,63,1.153,8.002,6.000,59,-0.373,5.136,5.002,8,-0.934,0.000,0.000,20,2.278,3.000,1.000,4,-2.308,0.000,1.000,20,-2.351,1.005,1.000,12,3.985,3.000,1.386
2014-06-17,86,9.962,8.370,1.754,79,-8.138,4.142,8.005,20,2.921,2.000,0.000,6,-2.109,0.000,1.000,36,2.041,3.368,0.000,16,5.897,3.000,1.000,15,1.291,1.000,0.027,9,-1.898,0.050,1.000
2014-06-18,113,-4.921,7.135,4.135,54,1.276,5.368,3.007,24,2.097,2.000,3.002,20,-0.032,4.000,1.000,69,6.858,8.000,3.000,27,3.889,3.000,1.000,23,-3.048,1.000,1.778,7,3.964,3.000,0.000
2014-06-19,160,-4.040,7.135,10.007,65,-0.400,6.001,4.143,27,-5.980,1.000,4.006,16,-4.684,1.000,3.000,97,7.157,12.007,8.368,16,0.457,3.000,1.000,18,-5.656,0.138,2.000,15,0.787,1.368,1.000
2014-06-20,115,2.666,9.018,7.000,60,-8.452,4.000,9.002,36,-1.336,3.001,4.000,21,-2.937,0.050,2.375,4,-0.142,0.000,0.000,19,1.107,2.000,0.000,22,0.864,0.271,0.000,19,7.919,4.000,0.000
2014-06-21,77,-4.907,1.368,2.135,65,1.006,7.136,4.135,51,-9.105,4.135,8.472,16,1.340,2.000,1.000,53,5.005,8.000,3.000,122,13.845,19.000,12.000,18,-3.120,2.522,3.000,17,2.472,2.503,1.000
2014-06-22,104,-0.041,5.368,4.000,70,-1.632,8.368,11.000,72,10.142,11.008,3.386,4,-2.146,0.368,2.000,19,1.902,4.000,2.000,86,6.665,19.472,11.000,24,-2.527,1.000,2.029,17,7.601,3.000,0.000
2014-06-23,69,-3.143,3.142,2.199,54,4.263,7.135,7.000,36,2.041,3.000,2.000,8,-2.583,1.000,2.000,15,4.091,3.000,0.000,11,0.458,0.000,0.000,16,0.117,1.000,2.000,12,-2.998,2.050,1.000
2014-06-24,98,8.617,9.000,2.002,54,-5.850,4.000,5.000,36,-3.087,1.871,4.368,15,2.593,2.000,1.000,11,1.523,0.000,0.000,10,0.301,1.000,1.000,21,-0.527,0.154,0.027,8,1.141,0.000,1.000
2014-06-25,116,-1.379,8.122,9.050,60,0.565,8.001,6.138,39,-0.870,2.000,3.000,28,0.951,4.013,3.000,12,-0.426,0.000,0.000,10,4.115,2.000,0.000,25,2.010,4.503,2.007,9,3.530,3.000,0.000
2014-06-26,113,-11.268,2.737,8.050,79,-7.194,4.200,7.138,57,14.969,12.143,0.002,14,2.563,0.368,0.000,36,2.051,2.000,1.000,8,-3.520,1.000,3.000,14,4.280,3.135,0.000,14,4.446,2.000,0.000
2014-06-27,108,1.316,7.407,5.101,75,12.582,11.150,3.140,27,-0.318,2.000,2.000,8,0.858,0.000,0.000,84,5.795,8.326,4.368,10,-0.667,1.000,1.000,20,-0.997,3.000,3.098,17,-0.681,1.135,3.000
2014-06-28,71,11.815,9.000,3.000,46,9.693,5.050,2.000,42,2.339,5.368,1.002,8,0.304,1.000,0.000,160,6.610,18.258,9.736,16,1.711,2.000,0.368,20,10.766,4.138,1.000,8,-0.075,2.000,2.000
2014-06-29,70,4.045,4.418,2.000,58,-13.281,2.503,6.000,45,-0.407,4.503,3.021,3,1.334,2.000,1.000,70,13.338,12.472,3.000,4,-1.476,1.000,1.000,20,-0.247,0.007,1.000,15,4.187,4.000,0.000
2014-06-30,139,-3.194,5.055,6.369,80,-4.084,3.001,6.005,31,8.376,5.002,2.000,11,5.903,4.000,0.000,53,15.521,9.289,0.000,10,3.035,1.000,0.000,16,-3.451,2.000,5.000,2,-0.284,0.000,0.000
2014-07-01,169,-1.329,13.100,10.481,93,-6.214,7.002,7.023,33,5.400,5.000,2.068,11,0.681,0.000,0.007,39,-1.998,2.007,1.000,9,-0.604,0.000,1.000,27,8.084,5.001,1.074,7,1.881,1.000,0.000
2014-07-02,130,4.653,13.149,6.553,37,-1.495,4.051,3.002,20,-0.368,1.368,0.368,6,2.222,1.000,0.000,73,10.724,9.368,3.000,4,1.466,0.000,0.000,14,-2.025,0.000,0.000,8,4.005,2.000,0.000
2014-07-03,136,8.400,10.786,6.368,52,-6.181,1.000,4.003,43,-3.207,1.001,3.003,7,-2.955,0.000,1.000,81,8.702,11.104,1.135,8,0.337,0.000,0.000,22,-2.995,0.000,2.000,21,-3.716,1.000,2.000
2014-07-04,232,-15.266,23.639,21.135,48,9.216,10.368,3.000,52,-2.952,4.000,3.037,0,0.000,0.000,0.000,131,18.873,23.271,8.503,25,1.079,3.000,2.000,18,0.013,1.000,0.000,14,1.371,1.000,1.000
2014-07-05,271,32.993,37.476,17.368,43,0.214,7.418,5.000,29,-5.664,3.000,6.050,1,-0.142,0.000,0.000,119,15.530,17.000,6.503,28,-3.057,3.000,4.000,24,2.708,2.001,1.000,28,-4.336,2.000,2.736
2014-07-06,275,33.365,38.752,22.000,32,1.626,4.000,3.002,33,0.442,6.369,5.007,4,-2.750,0.000,1.000,99,13.470,12.006,4.050,13,-0.313,1.368,2.000,11,0.696,1.000,0.000,4,1.700,0.736,0.000
2014-07-07,139,7.434,13.653,9.000,48,2.601,5.000,4.018,23,0.505,4.503,3.018,8,5.021,3.000,0.000,15,1.559,3.000,2.000,1,0.486,0.368,0.000,26,-2.552,1.000,2.004,6,2.563,2.000,0.000
2014-07-08,60,8.178,4.000,1.000,73,-0.968,7.050,6.002,43,2.192,3.138,2.018,27,1.497,4.000,4.135,7,-0.398,0.000,0.368,3,1.360,0.000,0.000,27,1.002,2.368,2.202,7,4.147,3.135,0.000
2014-07-09,62,-0.329,3.019,2.000,77,-3.717,9.135,7.000,34,0.332,0.000,0.000,6,-0.715,0.000,0.000,8,2.102,1.000,0.000,1,-0.622,0.000,0.000,23,-6.833,1.007,6.000,9,-1.949,1.000,2.000
2014-07-10,65,-5.358,2.470,3.000,57,-4.986,2.135,5.000,32,4.022,2.368,1.001,13,-2.135,0.001,0.000,10,-0.284,0.000,0.000,10,3.428,2.368,0.000,15,7.369,3.000,0.000,7,0.951,0.000,0.000
2014-07-11,78,-1.880,5.368,5.000,40,4.513,3.368,0.000,43,7.420,10.002,3.037,5,3.654,2.000,0.000,13,1.395,1.000,0.000,18,4.264,4.000,0.000,19,-4.122,2.000,3.074,15,-0.273,4.000,3.000
2014-07-12,53,3.929,5.050,3.055,39,-3.745,3.135,2.007,52,1.518,9.368,5.000,13,1.906,3.000,1.000,9,2.006,1.000,0.000,7,2.810,2.000,0.000,18,2.247,1.503,1.074,13,3.767,3.000,1.000
2014-07-13,49,4.703,4.002,1.001,37,4.359,6.368,3.375,53,-3.223,8.002,8.025,14,1.055,1.368,1.000,16,-1.681,0.368,1.000,11,-0.734,0.000,1.000,14,-0.834,1.000,2.027,10,4.950,3.000,0.000
2014-07-14,71,-5.711,6.000,8.068,52,-6.964,4.000,9.000,27,-2.772,1.373,3.001,5,-6.815,0.000,3.000,3,1.577,1.000,0.000,11,2.665,3.000,0.000,17,1.872,4.000,1.004,4,-0.658,0.135,0.000
2014-07-15,50,-5.175,2.000,4.000,41,-4.178,0.135,2.059,37,0.535,4.003,5.000,7,-3.742,0.000,2.000,7,-1.810,0.000,1.000,13,0.286,1.000,2.000,14,3.068,2.135,0.000,4,3.863,2.000,0.000
2014-07-16,63,3.638,4.764,2.118,44,-3.717,2.001,2.002,36,-0.617,2.000,2.025,9,1.402,2.000,1.000,11,0.277,1.000,0.000,10,0.139,1.368,0.000,14,0.339,2.000,2.000,4,0.806,1.000,0.000
2014-07-17,64,-2.377,2.370,3.135,56,-6.179,2.368,8.000,51,2.058,4.135,4.000,12,1.930,2.000,2.000,11,-2.122,0.000,1.000,4,-0.018,0.000,0.000,20,0.340,2.000,0.000,5,-0.435,0.000,0.000
2014-07-18,97,3.446,8.153,4.419,37,1.627,3.000,0.368,47,1.942,3.000,2.000,9,1.870,2.000,0.000,60,-5.036,7.002,6.000,6,0.511,1.000,0.000,16,-0.471,1.368,2.000,6,1.211,1.000,0.000
2014-07-19,51,0.594,3.000,2.001,27,0.399,3.000,1.000,49,-8.683,2.510,5.000,16,4.839,3.000,0.000,99,0.993,9.391,5.736,13,5.988,4.000,0.000,21,2.257,1.019,0.000,8,-0.348,1.000,1.000
2014-07-20,71,-1.097,4.368,3.050,46,7.027,4.000,0.000,75,1.691,4.136,5.002,2,2.138,1.000,0.000,134,29.019,27.007,9.503,18,1.132,3.000,2.000,11,-0.055,0.000,0.000,9,-0.718,1.000,1.000
2014-07-21,89,18.275,7.560,0.503,37,3.161,2.001,1.000,29,3.320,3.135,1.135,7,-1.527,1.000,1.000,51,11.089,8.368,0.503,7,3.923,3.000,0.000,16,1.690,2.000,1.000,4,1.140,1.000,0.000
2014-07-22,94,-1.862,2.140,2.000,28,6.940,4.368,0.000,47,1.114,3.271,1.368,22,4.919,4.000,0.000,88,8.196,9.368,2.135,7,-1.245,0.000,0.000,13,-3.257,0.000,2.000,4,1.438,1.000,0.000
2014-07-23,92,7.486,8.000,4.050,33,-3.628,0.001,3.000,36,-10.257,2.050,7.000,39,12.425,9.000,4.000,106,18.269,20.890,7.368,8,-0.993,0.000,0.000,13,-6.479,0.000,3.001,6,-1.846,0.000,0.368
2014-07-24,82,8.038,8.203,2.037,25,5.758,2.000,0.000,24,-4.519,1.001,3.057,3,-0.672,0.000,0.000,50,10.457,7.418,1.000,3,1.395,1.000,0.000,21,-4.136,1.135,2.000,9,3.309,3.000,1.000
2014-07-25,90,11.732,6.371,3.000,40,1.458,3.000,4.005,30,-5.180,2.000,3.368,7,-3.112,0.000,2.000,13,-0.460,2.000,3.368,5,-1.911,0.000,0.000,22,-1.146,2.000,2.000,20,12.437,7.000,0.000
2014-07-26,47,-0.481,5.000,2.368,30,-1.036,4.000,5.000,50,-3.017,4.000,3.736,8,-1.439,0.000,1.000,76,7.173,14.000,5.135,23,3.346,4.000,2.000,17,-2.948,0.000,0.000,13,-0.818,2.000,2.000
2014-07-27,53,7.760,4.368,2.000,35,-2.238,2.000,5.018,54,-2.695,4.754,4.004,5,2.879,1.000,0.000,61,8.807,7.368,3.000,71,6.705,7.000,2.000,15,-5.858,1.000,4.000,11,-1.008,0.000,1.000
2014-07-28,61,4.668,4.436,2.000,39,3.110,2.137,1.000,32,-1.118,5.001,5.000,9,-2.956,0.000,2.000,14,-0.204,1.000,0.000,13,-0.295,0.000,0.000,25,4.755,5.000,1.000,3,0.601,0.000,0.000
2014-07-29,83,0.638,4.420,3.000,38,0.842,2.000,3.013,39,-2.267,1.136,1.138,9,0.166,2.000,1.000,10,-0.391,0.000,0.000,4,-0.284,0.000,0.000,19,1.272,2.000,1.000,11,0.423,1.000,1.000
2014-07-30,75,6.332,8.037,6.135,45,-6.656,0.000,3.000,33,9.055,7.018,2.370,10,0.862,1.000,1.000,14,-0.762,0.000,0.000,11,-0.283,0.000,0.000,14,-1.325,0.503,1.000,4,2.216,1.368,0.000
2014-07-31,101,-0.590,5.000,6.271,53,-1.470,4.001,5.025,52,3.234,6.188,2.000,10,1.185,2.000,1.000,11,0.013,1.000,1.000,2,-0.142,0.000,0.000,21,-1.249,0.000,0.000,16,4.283,4.018,0.000
2014-08-01,74,3.776,8.018,3.000,39,0.447,2.050,2.043,38,6.391,4.021,0.001,5,-1.428,1.000,1.000,9,-1.428,0.000,1.000,15,-9.267,2.000,6.000,11,-2.576,0.000,1.000,11,-0.910,0.000,1.000
2014-08-02,50,-6.738,2.002,3.000,33,4.106,3.368,2.018,57,-3.954,4.185,7.043,7,2.887,2.000,0.000,7,0.848,1.000,1.000,25,-3.408,4.000,8.000,23,1.173,1.001,1.027,12,5.278,3.368,0.000
2014-08-03,60,1.080,4.000,4.050,39,1.474,5.057,3.018,70,-1.588,7.002,5.368,4,-1.360,0.000,1.000,11,-0.284,0.000,0.000,8,1.470,1.000,0.000,16,-5.244,1.005,2.027,10,2.270,2.000,0.000
2014-08-04,71,6.851,9.000,4.000,38,1.225,1.000,1.000,27,-0.060,1.052,1.368,56,9.175,12.000,3.000,11,-0.991,0.000,0.000,7,-0.142,0.000,0.000,22,-1.772,2.000,3.001,7,2.134,1.000,0.000
2014-08-05,83,-7.068,5.368,6.000,26,3.230,3.000,1.000,45,-1.415,4.000,5.370,73,33.577,22.070,4.000,45,8.351,7.000,1.000,9,1.224,2.000,1.000,22,1.543,2.503,2.001,10,6.696,4.000,1.000
2014-08-06,92,-5.938,3.019,5.000,30,0.043,2.000,1.000,36,1.288,5.368,4.086,1,-1.240,0.000,1.000,95,-2.101,12.142,9.368,12,3.816,4.000,1.000,20,-0.664,2.368,2.000,11,0.957,2.135,1.000
2014-08-07,79,3.563,7.001,7.135,32,-1.780,2.001,4.000,45,4.749,6.022,4.002,5,-0.540,0.000,0.000,78,17.741,15.142,2.368,11,2.973,0.000,0.000,22,5.877,3.386,0.031,10,-2.174,2.000,2.375
2014-08-08,90,8.202,7.135,4.000,28,-2.790,0.002,1.386,40,-1.310,5.135,5.002,8,0.021,2.135,1.000,87,3.737,6.393,3.135,5,1.668,1.000,0.000,14,-1.472,0.000,0.000,6,0.263,0.018,0.368
2014-08-09,56,-0.558,5.002,3.786,27,3.933,4.000,1.000,47,-5.178,3.001,6.000,8,-1.652,1.000,1.000,76,15.665,16.736,5.000,16,3.449,3.000,1.000,16,-0.075,0.000,0.549,18,-1.292,1.368,1.000
2014-08-10,58,2.051,4.135,3.000,20,-2.840,0.000,2.000,44,-5.451,3.001,5.050,4,-1.342,0.135,1.000,114,10.931,15.037,9.000,13,2.042,1.000,0.000,23,-6.329,0.001,2.004,11,-1.718,0.000,1.000
2014-08-11,68,-6.461,3.871,6.000,38,1.729,2.000,2.018,38,0.583,1.002,1.000,9,-1.049,2.000,4.000,58,13.379,8.000,1.000,4,-0.142,0.000,0.000,22,3.391,3.018,1.549,2,1.485,1.000,0.000
2014-08-12,106,-9.062,5.368,8.507,26,6.345,6.000,2.001,70,-3.581,2.472,2.300,4,-0.501,0.000,1.000,114,12.181,16.368,7.736,5,0.294,1.000,1.000,14,-0.448,1.001,1.000,13,1.349,3.000,1.000
2014-08-13,79,11.260,7.368,1.050,33,3.291,9.000,5.000,36,-0.413,2.135,2.000,7,-0.094,0.000,0.000,60,5.456,11.521,4.000,3,3.721,2.000,0.000,9,2.600,0.368,0.000,8,-1.208,0.018,1.000
2014-08-14,103,6.366,10.370,6.289,31,0.137,2.154,3.000,37,8.705,7.018,2.000,8,-0.253,1.000,1.368,14,0.212,0.000,0.000,8,-0.568,0.000,0.000,17,-0.130,2.000,0.000,32,2.637,5.000,2.000
2014-08-15,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.757,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2014-08-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-21,13,4.632,5.000,1.000,16,0.240,1.000,0.154,6,1.306,1.000,1.000,5,0.677,0.000,0.000,0,0.000,0.000,0.000,5,1.495,1.000,0.000,5,0.049,1.000,1.000,1,-0.167,0.000,0.000
2014-08-22,58,1.794,5.000,4.000,69,2.679,8.419,6.018,44,1.777,4.135,2.368,36,1.536,4.050,1.000,9,-4.000,0.001,1.000,5,2.030,1.368,0.000,17,-2.510,3.000,3.606,23,4.790,3.503,0.027
2014-08-23,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-25,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-27,8,0.607,1.000,0.000,17,-2.148,0.001,0.368,1,-0.142,0.000,0.000,2,0.163,0.000,0.000,1,-0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-28,88,0.069,6.658,7.503,116,3.887,11.075,7.100,43,-6.686,3.052,5.000,41,-0.618,3.057,2.000,17,0.202,1.000,1.000,5,-5.210,0.000,2.000,38,1.932,1.021,0.149,11,-0.791,0.000,0.000
2014-08-29,86,-3.998,9.871,8.018,140,-1.831,14.122,13.018,39,-2.558,2.138,3.000,50,2.837,4.736,2.136,47,3.681,6.000,1.736,30,3.723,5.000,2.000,32,4.742,5.004,3.001,5,0.895,1.000,0.000
2014-08-30,85,0.470,7.018,6.000,134,-4.368,12.102,9.829,70,-0.735,8.400,4.019,34,-0.714,2.050,2.503,86,26.255,16.026,0.503,65,12.055,10.000,3.000,35,0.098,0.000,1.001,38,6.552,4.000,1.014
2014-08-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-01,80,-0.973,5.001,2.000,127,-12.877,10.100,13.000,80,-1.559,6.105,4.003,60,9.310,7.522,4.368,14,1.636,0.000,0.000,19,-0.516,3.000,2.000,34,-5.973,1.368,2.004,24,-3.607,1.000,2.000
2014-09-02,114,-2.607,6.793,7.100,173,-11.024,12.243,18.111,66,3.393,3.019,2.000,64,-16.397,1.203,6.774,15,-1.218,0.018,0.000,8,-1.308,0.000,0.000,35,-4.355,1.001,3.000,6,-1.523,0.050,0.000
2014-09-03,148,-15.650,8.204,14.000,185,2.484,14.804,8.136,60,-0.220,4.000,2.001,72,-8.035,5.368,4.688,20,-0.451,0.000,0.000,6,2.769,1.000,0.000,37,-4.214,2.002,2.001,18,1.527,2.000,1.000
